ds_name,method,text-tab
kick,ensemble_25,0.04805293767395945
kick,ensemble_50,0.13624320892649638
kick,ensemble_75,0.2301411329062004
kick,stack,0.15359199781177907
kick,baseline,-0.004406639039405581
kick,all_text,0.004441129957558559
kick,ensemble_25,-0.009250641906786275
kick,ensemble_50,0.010611609174458008
kick,ensemble_75,0.03370066567531032
kick,stack,-0.004968562262471575
kick,baseline,0.08024690270124533
kick,all_text,0.2592724745790474
kick,ensemble_25,0.04447282896871338
kick,ensemble_50,0.1222234410041106
kick,ensemble_75,0.18424368858305293
kick,stack,0.07612329824560479
kick,baseline,0.03535591952994847
kick,all_text,0.01828944454493467
kick,ensemble_25,0.022070119831204726
kick,ensemble_50,0.06436236371811233
kick,ensemble_75,0.10553572730962564
kick,stack,0.04527004840233751
kick,baseline,-0.00010015131442689873
kick,all_text,0.012534196625929313
kick,ensemble_25,-0.024455158696702728
kick,ensemble_50,-0.0057885998892333
kick,ensemble_75,0.012614247146013256
kick,stack,0.049541120369729685
kick,baseline,0.11539577755389643
kick,all_text,0.11809313076199032
kick,ensemble_25,-0.012363632828953225
kick,ensemble_50,0.00963128627276267
kick,ensemble_75,0.03289373874309971
kick,stack,0.091508819083605
kick,baseline,-0.003717158157455186
kick,all_text,-0.03852898099285088
kick,ensemble_25,-0.01609775338001724
kick,ensemble_50,0.017994473431983637
kick,ensemble_75,0.03770383008766675
kick,stack,0.05147184913851935
kick,baseline,0.030392744303005648
kick,all_text,0.013144415272981873
kick,ensemble_25,-0.0069322647023724055
kick,ensemble_50,0.011540793570432284
kick,ensemble_75,0.03355613751728863
kick,stack,0.06894366185057582
kick,baseline,0.041670819357525375
kick,all_text,0.03790979845623949
kick,ensemble_25,0.011273900888731321
kick,ensemble_50,0.04649621428540676
kick,ensemble_75,0.08198223945430566
kick,stack,0.15076191648131135
